ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
213254_at	0.0211656	2.08e-04	-3.7570817	0.49284	-0.27628736	TNRC6B	trinucleotide repeat containing 6B
205645_at	0.0211656	2.10e-04	3.7547727	0.48511	0.67172484	REPS2	RALBP1 associated Eps domain containing 2
202824_s_at	0.0211656	2.11e-04	3.7540376	0.48265	0.30475496	TCEB1	transcription elongation factor B subunit 1
209201_x_at	0.0211656	2.11e-04	-3.7536985	0.48151	-0.55704483	CXCR4	C-X-C motif chemokine receptor 4
204017_at	0.0211656	2.12e-04	3.7524967	0.47749	0.41207249	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
209725_at	0.0211656	2.12e-04	-3.7519689	0.47573	-0.20332174	UTP20	UTP20, small subunit processome component
220757_s_at	0.0211656	2.13e-04	-3.7506845	0.47143	-0.2535761	MIR4746///UBXN6	microRNA 4746///UBX domain protein 6
213049_at	0.0211656	2.14e-04	3.7497569	0.46833	0.32598386	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1
202132_at	0.0211656	2.14e-04	-3.7495809	0.46774	-0.42532422	WWTR1	WW domain containing transcription regulator 1
221651_x_at	0.0211656	2.15e-04	-3.749108	0.46616	-0.91525314	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
201299_s_at	0.0211656	2.15e-04	-3.7485636	0.46434	-0.44553632	MOB1A	MOB kinase activator 1A
210019_at	0.0211656	2.15e-04	-3.7480616	0.46267	-0.61260753	CALML3	calmodulin like 3
213286_at	0.0211656	2.16e-04	-3.7477557	0.46164	-0.61736575	ZFR	zinc finger RNA binding protein
201073_s_at	0.0214806	2.21e-04	-3.7418309	0.44186	-0.33882797	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
201358_s_at	0.0214806	2.21e-04	3.741554	0.44094	0.22719104	COPB1	coatomer protein complex subunit beta 1
203201_at	0.0216963	2.24e-04	3.7376063	0.42778	0.32171745	PMM2	phosphomannomutase 2
209761_s_at	0.0216963	2.25e-04	-3.7366257	0.42451	-0.41958016	SP110	SP110 nuclear body protein
212951_at	0.0218905	2.29e-04	-3.7318836	0.40872	-0.6223178	ADGRF5	adhesion G protein-coupled receptor F5
219758_at	0.0218905	2.30e-04	3.7311705	0.40634	0.51250764	TTC26	tetratricopeptide repeat domain 26
215028_at	0.0218905	2.30e-04	-3.7308663	0.40533	-0.68972289	SEMA6A	semaphorin 6A
202637_s_at	0.0219009	2.31e-04	-3.7296132	0.40116	-0.3686693	ICAM1	intercellular adhesion molecule 1
208715_at	0.0220432	2.33e-04	3.7267792	0.39174	0.28243609	TMCO1	transmembrane and coiled-coil domains 1
200848_at	0.0222344	2.38e-04	-3.7220409	0.376	-0.32907909	AHCYL1	adenosylhomocysteinase like 1
205049_s_at	0.0222344	2.39e-04	-3.7204319	0.37065	-0.61919585	CD79A	CD79a molecule
205452_at	0.0222344	2.40e-04	3.7193726	0.36714	0.22257735	PIGB	phosphatidylinositol glycan anchor biosynthesis class B
209250_at	0.0222344	2.40e-04	3.7191294	0.36633	0.38707172	DEGS1	delta 4-desaturase, sphingolipid 1
211639_x_at	0.0222344	2.41e-04	-3.718805	0.36525	-0.79923696	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
215171_s_at	0.0222344	2.43e-04	3.7165679	0.35783	0.27764703	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
200866_s_at	0.0222344	2.44e-04	-3.7150651	0.35285	-0.5293826	PSAP	prosaposin
214881_s_at	0.0222344	2.44e-04	-3.7148044	0.35199	-0.6067109	UBTF	upstream binding transcription factor, RNA polymerase I
200646_s_at	0.0222344	2.45e-04	-3.7137155	0.34838	-0.66241167	NUCB1	nucleobindin 1
203721_s_at	0.0222344	2.45e-04	3.7135032	0.34768	0.32172196	UTP18	UTP18, small subunit processome component
206547_s_at	0.0222744	2.49e-04	3.7100782	0.33633	0.38914806	PPEF1	protein phosphatase with EF-hand domain 1
208986_at	0.0222744	2.49e-04	3.7091994	0.33342	0.21621692	TCF12	transcription factor 12
209823_x_at	0.0222744	2.51e-04	-3.7079471	0.32928	-0.69265447	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1
215193_x_at	0.0222744	2.51e-04	-3.7078956	0.32911	-0.54990429	LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1
204435_at	0.0222744	2.51e-04	3.7072143	0.32685	0.31304628	NUP58	nucleoporin 58
203705_s_at	0.0222744	2.52e-04	-3.7066316	0.32493	-0.46173486	FZD7	frizzled class receptor 7
32088_at	0.0223077	2.53e-04	3.705184	0.32014	0.38169015	BLZF1	basic leucine zipper nuclear factor 1
207734_at	0.0224447	2.56e-04	-3.7025085	0.31129	-0.36544334	LAX1	lymphocyte transmembrane adaptor 1
202431_s_at	0.0228719	2.62e-04	-3.696448	0.29128	-0.62042905	MYC	v-myc avian myelocytomatosis viral oncogene homolog
201971_s_at	0.0229396	2.64e-04	-3.6943001	0.2842	-0.72073919	ATP6V1A	ATPase H+ transporting V1 subunit A
209666_s_at	0.0229396	2.66e-04	3.6920587	0.2768	0.2137562	CHUK	conserved helix-loop-helix ubiquitous kinase
217456_x_at	0.0229396	2.67e-04	-3.691548	0.27512	-0.26708286	HLA-E	major histocompatibility complex, class I, E
217773_s_at	0.0229396	2.67e-04	3.6915166	0.27502	0.22160196	NDUFA4	NDUFA4, mitochondrial complex associated
220407_s_at	0.0229416	2.68e-04	-3.6904666	0.27156	-0.41114933	TGFB2	transforming growth factor beta 2
214836_x_at	0.0230349	2.70e-04	-3.6880686	0.26366	-0.91462907	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
200008_s_at	0.0230349	2.73e-04	-3.6857115	0.2559	-0.49125066	GDI2	GDP dissociation inhibitor 2
209312_x_at	0.0230349	2.74e-04	-3.6846147	0.25229	-0.47715819	LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1
207827_x_at	0.0230349	2.74e-04	-3.6843898	0.25155	-0.32552042	SNCA	synuclein alpha
215936_s_at	0.0230349	2.74e-04	-3.6840525	0.25044	-0.49753831	KIAA1033	KIAA1033
210285_x_at	0.0230349	2.76e-04	-3.6827899	0.24629	-0.60068402	WTAP	Wilms tumor 1 associated protein
200900_s_at	0.0230349	2.76e-04	-3.6822987	0.24467	-0.40920026	M6PR	mannose-6-phosphate receptor, cation dependent
215946_x_at	0.0230835	2.78e-04	-3.6800769	0.23737	-0.90676651	IGLL3P	immunoglobulin lambda like polypeptide 3, pseudogene
219773_at	0.0230835	2.79e-04	3.6797424	0.23627	0.44842882	NOX4	NADPH oxidase 4
213951_s_at	0.023507	2.87e-04	3.6716528	0.20971	0.34332154	PSMC3IP	PSMC3 interacting protein
208992_s_at	0.023507	2.87e-04	-3.6716248	0.20962	-0.59985907	STAT3	signal transducer and activator of transcription 3
209530_at	0.023507	2.88e-04	3.6710496	0.20773	0.33023634	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3
209524_at	0.023507	2.88e-04	3.6709353	0.20736	0.42201526	HDGFRP3	hepatoma-derived growth factor, related protein 3
211797_s_at	0.0235745	2.90e-04	-3.6686517	0.19987	-0.79751618	NFYC	nuclear transcription factor Y subunit gamma
212617_at	0.0235745	2.91e-04	3.6682138	0.19844	0.25428123	ZNF609	zinc finger protein 609
203605_at	0.0240003	2.98e-04	3.6616544	0.17696	0.22499415	SRP54	signal recognition particle 54
201913_s_at	0.0240003	2.99e-04	3.6612306	0.17557	0.29484027	COASY	Coenzyme A synthase
217227_x_at	0.0240003	2.99e-04	-3.6605078	0.17321	-0.86326694	IGLV1-44	immunoglobulin lambda variable 1-44
214768_x_at	0.0241735	3.03e-04	-3.6576155	0.16375	-0.98365213	IGKC	immunoglobulin kappa constant
212379_at	0.0245747	3.10e-04	-3.6509142	0.14187	-0.50030736	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
211965_at	0.0245747	3.12e-04	-3.6496485	0.13774	-0.56785725	ZFP36L1	ZFP36 ring finger protein like 1
217491_x_at	0.0245747	3.12e-04	3.6494984	0.13725	0.24854969	COX7C	cytochrome c oxidase subunit 7C
201565_s_at	0.0245747	3.13e-04	-3.6489124	0.13534	-0.26582111	ID2	inhibitor of DNA binding 2, HLH protein
218262_at	0.0245747	3.13e-04	3.6484208	0.13373	0.26292997	RMND5B	required for meiotic nuclear division 5 homolog B
217379_at	0.0247721	3.17e-04	-3.6453226	0.12363	-0.35598113		
221791_s_at	0.0254122	3.27e-04	3.6367636	0.09577	0.23007933	TMA7	translation machinery associated 7 homolog
217436_x_at	0.0254122	3.27e-04	-3.6365666	0.09513	-0.44131731	HLA-J	major histocompatibility complex, class I, J (pseudogene)
204496_at	0.0254529	3.29e-04	3.6351968	0.09068	0.30956434	STRN3	striatin 3
212263_at	0.0254773	3.30e-04	-3.6340035	0.0868	-0.33054841	QKI	QKI, KH domain containing RNA binding
203388_at	0.0255444	3.33e-04	-3.6318762	0.07989	-0.56330834	ARRB2	arrestin beta 2
218356_at	0.0255444	3.34e-04	3.6307019	0.07608	0.23356169	MRM2	mitochondrial rRNA methyltransferase 2
207446_at	0.0255444	3.35e-04	-3.6305058	0.07544	-0.35531696	TLR6	toll like receptor 6
218701_at	0.0256754	3.38e-04	3.6277984	0.06666	0.38035663	LACTB2	lactamase beta 2
215205_x_at	0.0256754	3.39e-04	-3.6272812	0.06498	-0.46186463	NCOR2	nuclear receptor corepressor 2
200637_s_at	0.0257434	3.41e-04	-3.6256487	0.05968	-0.51271288	PTPRF	protein tyrosine phosphatase, receptor type F
202253_s_at	0.0259954	3.46e-04	-3.6214353	0.04603	-0.44200614	DNM2	dynamin 2
210111_s_at	0.0259954	3.48e-04	3.6201504	0.04187	0.27609543	KLHDC10	kelch domain containing 10
213650_at	0.0259954	3.48e-04	-3.6200249	0.04146	-0.35450812	LOC101930583///GOLGA8B///GOLGA8A	uncharacterized LOC101930583///golgin A8 family member B///golgin A8 family member A
220483_s_at	0.0259954	3.49e-04	-3.6188434	0.03764	-0.7631071	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
217828_at	0.0259954	3.51e-04	3.6179898	0.03487	0.22354884	SLTM	SAFB like transcription modulator
219109_at	0.0259954	3.51e-04	3.6175665	0.0335	0.58367313	SPAG16	sperm associated antigen 16
211529_x_at	0.0265923	3.60e-04	-3.610515	0.01071	-0.44100297	HLA-G	major histocompatibility complex, class I, G
206748_s_at	0.0266048	3.62e-04	-3.6094917	0.0074	-0.52950547	SPAG9	sperm associated antigen 9
203732_at	0.0267902	3.68e-04	3.6049227	-0.00735	0.16894339	TRIP4	thyroid hormone receptor interactor 4
202867_s_at	0.0267902	3.68e-04	-3.6047665	-0.00785	-0.1994507	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
208729_x_at	0.0267902	3.69e-04	-3.6044346	-0.00892	-0.50272471	HLA-B	major histocompatibility complex, class I, B
205205_at	0.0267902	3.71e-04	-3.6028899	-0.0139	-0.31594676	RELB	RELB proto-oncogene, NF-kB subunit
201101_s_at	0.0267902	3.71e-04	-3.6024445	-0.01534	-0.49561806	BCLAF1	BCL2 associated transcription factor 1
201075_s_at	0.0267902	3.72e-04	-3.602197	-0.01614	-0.38353669	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
202471_s_at	0.0267902	3.74e-04	-3.6006902	-0.02099	-0.27797712	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma
209539_at	0.0267902	3.74e-04	-3.6005295	-0.02151	-0.34936859	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
202464_s_at	0.0268143	3.75e-04	3.5994121	-0.02511	0.43638256	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
217894_at	0.0268374	3.78e-04	3.597739	-0.0305	0.45986496	KCTD3	potassium channel tetramerization domain containing 3
203157_s_at	0.0268374	3.78e-04	-3.5974413	-0.03146	-0.48305534	GLS	glutaminase
211004_s_at	0.026876	3.81e-04	-3.5953844	-0.03808	-0.25474137	ALDH3B1	aldehyde dehydrogenase 3 family member B1
203274_at	0.026876	3.81e-04	-3.5953228	-0.03827	-0.21530262	F8A3///F8A2///F8A1	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1
215243_s_at	0.0273385	3.89e-04	-3.589614	-0.05663	-0.37004201	GJB3	gap junction protein beta 3
219126_at	0.0273385	3.90e-04	-3.5889585	-0.05874	-0.24877731	PHF10	PHD finger protein 10
205687_at	0.0275478	3.94e-04	3.5860237	-0.06816	0.22090153	UBFD1	ubiquitin family domain containing 1
50314_i_at	0.0275622	3.96e-04	-3.5849258	-0.07169	-0.37854017	C20orf27	chromosome 20 open reading frame 27
202474_s_at	0.0275622	3.98e-04	-3.5835373	-0.07614	-0.21218402	HCFC1	host cell factor C1
208894_at	0.0275622	4.00e-04	-3.5822046	-0.08042	-0.64625053	HLA-DRA	major histocompatibility complex, class II, DR alpha
208965_s_at	0.0275622	4.00e-04	-3.5820812	-0.08081	-0.54315626	IFI16	interferon gamma inducible protein 16
202534_x_at	0.0275622	4.01e-04	3.5816384	-0.08223	0.26866594	DHFR	dihydrofolate reductase
213957_s_at	0.0277237	4.04e-04	-3.5792023	-0.09004	-0.24393431	CEP350	centrosomal protein 350
214448_x_at	0.027861	4.08e-04	-3.5765403	-0.09857	-0.41691875	NFKBIB	NFKB inhibitor beta
202544_at	0.027861	4.09e-04	3.5761767	-0.09974	0.23395355	GMFB	glia maturation factor beta
221500_s_at	0.0278625	4.10e-04	3.5753272	-0.10246	0.24493845	STX16	syntaxin 16
213649_at	0.0279347	4.12e-04	-3.573787	-0.10739	-0.29214733	SRSF7	serine and arginine rich splicing factor 7
211633_x_at	0.0283322	4.20e-04	-3.5690917	-0.1224	-0.83978175		
213664_at	0.0283702	4.21e-04	3.567897	-0.12622	0.81019535	SLC1A1	solute carrier family 1 member 1
204192_at	0.0287033	4.28e-04	-3.5638729	-0.13908	-0.51075348	CD37	CD37 molecule
218567_x_at	0.0287204	4.29e-04	3.5628861	-0.14222	0.35284774	DPP3	dipeptidyl peptidase 3
37892_at	0.0287766	4.32e-04	3.5610343	-0.14813	0.93944106	COL11A1	collagen type XI alpha 1 chain
217842_at	0.0287766	4.33e-04	3.5607084	-0.14917	0.32426632	C7orf55-LUC7L2///LUC7L2	C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor
212028_at	0.0287863	4.35e-04	-3.5589867	-0.15466	-0.254928	RBM25	RNA binding motif protein 25
203037_s_at	0.0287863	4.35e-04	3.558983	-0.15468	0.36519335	MTSS1	metastasis suppressor 1
205830_at	0.0288013	4.37e-04	3.5580274	-0.15772	0.89239601	CLGN	calmegin
211902_x_at	0.0291426	4.43e-04	-3.5539176	-0.17082	-0.41356144	YME1L1	YME1 like 1 ATPase
206636_at	0.0291426	4.46e-04	-3.5524251	-0.17557	-0.50731279	RASA2	RAS p21 protein activator 2
204078_at	0.0291426	4.46e-04	3.5521034	-0.17659	0.53950993	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)
217384_x_at	0.0291426	4.48e-04	-3.5513906	-0.17886	-0.69302596	LOC100293211	uncharacterized LOC100293211
220603_s_at	0.0291426	4.49e-04	-3.5507597	-0.18087	-0.27746431	MCTP2	multiple C2 and transmembrane domain containing 2
210030_at	0.0297212	4.60e-04	-3.5439427	-0.20254	-0.56928497	DOHH	deoxyhypusine hydroxylase/monooxygenase
208793_x_at	0.0297212	4.60e-04	-3.5437533	-0.20314	-0.48893318	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
215343_at	0.0298876	4.66e-04	-3.5403492	-0.21394	-0.52598982	CCDC88C	coiled-coil domain containing 88C
204312_x_at	0.0298876	4.66e-04	-3.5400043	-0.21504	-0.36686658	CREB1	cAMP responsive element binding protein 1
207059_at	0.0298876	4.67e-04	-3.5398312	-0.21559	-0.34188127	PAX9	paired box 9
217928_s_at	0.0299582	4.71e-04	3.5374509	-0.22314	0.18906681	PPP6R3	protein phosphatase 6 regulatory subunit 3
202214_s_at	0.0299582	4.72e-04	-3.5369265	-0.2248	-0.1981905	CUL4B	cullin 4B
216517_at	0.0299582	4.72e-04	-3.5368153	-0.22515	-0.67330208	IGKC	immunoglobulin kappa constant
208898_at	0.0301158	4.76e-04	3.5342818	-0.23318	0.25078062	ATP6V1D	ATPase H+ transporting V1 subunit D
212353_at	0.0301158	4.77e-04	3.5338009	-0.23471	0.47658549	SULF1	sulfatase 1
215338_s_at	0.0301456	4.79e-04	-3.5327473	-0.23804	-0.32828707	NKTR	natural killer cell triggering receptor
218830_at	0.0301839	4.81e-04	3.5315166	-0.24194	0.20158363	RPL26L1	ribosomal protein L26 like 1
203492_x_at	0.0301839	4.83e-04	-3.5306147	-0.24479	-0.24414987	CEP57	centrosomal protein 57
218379_at	0.0301839	4.84e-04	-3.5300672	-0.24653	-0.26913813	RBM7	RNA binding motif protein 7
204470_at	0.0303787	4.88e-04	-3.5275178	-0.25459	-0.59101539	CXCL1	C-X-C motif chemokine ligand 1
34478_at	0.0305782	4.93e-04	-3.52453	-0.26404	-0.76596694	RAB11B	RAB11B, member RAS oncogene family
210692_s_at	0.0305782	4.95e-04	-3.5238333	-0.26624	-0.56996386	SLC43A3	solute carrier family 43 member 3
203141_s_at	0.0305782	4.95e-04	-3.5234021	-0.2676	-0.46781652	AP3B1	adaptor related protein complex 3 beta 1 subunit
201987_at	0.0306861	4.99e-04	3.521663	-0.2731	0.24610232	MED13	mediator complex subunit 13
219921_s_at	0.0306991	5.00e-04	-3.5207827	-0.27587	-0.39271985	DOCK5	dedicator of cytokinesis 5
37965_at	0.0307117	5.02e-04	-3.5196401	-0.27948	-0.26824919	PARVB	parvin beta
221985_at	0.0307117	5.03e-04	-3.5191481	-0.28103	-0.25043759	KLHL24	kelch like family member 24
216573_at	0.0308148	5.06e-04	-3.5174629	-0.28635	-0.6830965	IGLV1-44	immunoglobulin lambda variable 1-44
212062_at	0.0308678	5.10e-04	3.5155023	-0.29253	0.36479442	ATP9A	ATPase phospholipid transporting 9A (putative)
212244_at	0.0308678	5.11e-04	3.5148227	-0.29468	0.20819516	GCOM1///POLR2M	GRINL1A complex locus 1///RNA polymerase II subunit M
215696_s_at	0.0308678	5.11e-04	3.5147257	-0.29498	0.29382126	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor
205692_s_at	0.0309372	5.15e-04	-3.5126521	-0.30152	-0.5918586	CD38	CD38 molecule
209026_x_at	0.0309372	5.15e-04	-3.5126051	-0.30167	-0.30728916	TUBB	tubulin beta class I
215035_at	0.031002	5.18e-04	-3.5112789	-0.30584	-0.4928438	IGLV6-57	immunoglobulin lambda variable 6-57
209843_s_at	0.0311037	5.21e-04	-3.5094882	-0.31148	-0.50320659	SOX10	SRY-box 10
217986_s_at	0.0311037	5.22e-04	3.5088831	-0.31339	0.28156708	BAZ1A	bromodomain adjacent to zinc finger domain 1A
204197_s_at	0.031189	5.27e-04	-3.506471	-0.32097	-0.34083162	RUNX3	runt related transcription factor 3
220387_s_at	0.031189	5.27e-04	-3.5060216	-0.32239	-0.54260811	HHLA3	HERV-H LTR-associating 3
206391_at	0.031189	5.28e-04	-3.5059056	-0.32275	-1.08207178	RARRES1	retinoic acid receptor responder 1
210284_s_at	0.0314424	5.33e-04	-3.5029218	-0.33213	-0.30269375	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
202172_at	0.031476	5.35e-04	3.501891	-0.33537	0.26702186	VEZF1	vascular endothelial zinc finger 1
217545_at	0.0316524	5.40e-04	-3.4996053	-0.34255	-0.40264443	MYH14	myosin, heavy chain 14, non-muscle
209508_x_at	0.0319084	5.46e-04	-3.4961897	-0.35327	-0.29741094	CFLAR	CASP8 and FADD like apoptosis regulator
208853_s_at	0.0319084	5.47e-04	-3.4956846	-0.35486	-0.34044881	CANX	calnexin
201178_at	0.0319084	5.48e-04	-3.4951772	-0.35645	-0.17310407	FBXO7	F-box protein 7
213397_x_at	0.031997	5.51e-04	3.4936795	-0.36114	0.4364762	RNASE4	ribonuclease A family member 4
214830_at	0.0320654	5.54e-04	3.4923599	-0.36528	0.26381851	SLC38A6	solute carrier family 38 member 6
214152_at	0.0322035	5.59e-04	3.4898687	-0.37308	0.26176653	DYX1C1-CCPG1///CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1
218947_s_at	0.0322035	5.61e-04	-3.4889603	-0.37593	-0.21216742	MTPAP	mitochondrial poly(A) polymerase
205409_at	0.0322035	5.63e-04	-3.4876862	-0.37992	-0.55737851	FOSL2	FOS like 2, AP-1 transcription factor subunit
205585_at	0.0322035	5.63e-04	-3.4876452	-0.38004	-0.34114578	ETV6	ETS variant 6
214338_at	0.0322035	5.64e-04	-3.4875672	-0.38029	-0.30732958	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
201950_x_at	0.0322401	5.67e-04	-3.4858347	-0.38571	-0.25483305	CAPZB	capping actin protein of muscle Z-line beta subunit
218455_at	0.0322401	5.68e-04	3.4852686	-0.38748	0.21335407	NFS1	NFS1 cysteine desulfurase
209239_at	0.0322401	5.69e-04	-3.4851134	-0.38797	-0.2442469	NFKB1	nuclear factor kappa B subunit 1
205509_at	0.0323223	5.72e-04	3.4836938	-0.39241	1.20625882	CPB1	carboxypeptidase B1
214484_s_at	0.0324768	5.77e-04	-3.4812659	-0.4	-0.80360281	SIGMAR1	sigma non-opioid intracellular receptor 1
220743_at	0.0324768	5.78e-04	-3.4803404	-0.40289	-0.44487948	C16orf72	chromosome 16 open reading frame 72
205063_at	0.0324768	5.79e-04	3.4800959	-0.40365	0.29925199	GEMIN2	gem nuclear organelle associated protein 2
203878_s_at	0.0324768	5.80e-04	3.4795421	-0.40538	0.54179465	MMP11	matrix metallopeptidase 11
217236_x_at	0.032749	5.87e-04	-3.4761582	-0.41595	-0.61430733	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
